"OBSID1" "OBSID2" "STUDYID" "CRN_SUBCMP" "IGSNID" "DBDOI" "DBVERNO" "SMPID" "SITEID" "METASITEID" "CNTRY" "REGION_INT" "REGION_REG" "DIV_ADMIN" "DIV_OTHER" "ISL_NAME" "LAKE" "BASIN" "AHGFL1" "AHGFL2" "RIVNAME" "RIVDIV" "IBRACODE" "IBRAREGION" "X_WGS84" "Y_WGS84" "CORDS_ELEV" "ELEVATION" "SITE_COMMT" "REFDBID" "OAID" "AUTHOR" "PUBYEAR" "REFID" "REFDOI" "MATERIAL" "SIZEMIN" "SIZEMAX" "PROJEPSGID" "PROJECTION" "AREA" "ELEV_AVE" "ELEV_STD" "SLP_AVE" "SLP_STD" "SMP_DAY" "SMP_MONTH" "SMP_YEAR" "SMP_COMMT" "BE10NP" "BE10NP_ERR" "BE10EP" "BE10EP_ERR" "BESTND" "BECORR" "BEAMS" "BE10NC" "BE10NC_ERR" "BEPROD" "BETOPO" "BESELF" "BESNOW" "BETOTS" "EBE_GCMYR" "ERRBE_AMS" "ERRBE_MUON" "ERRBE_PROD" "ERRBE_TOT" "EBE_MMKYR" "EBE_ERR" "AL26NP" "AL26NP_ERR" "AL26EP" "AL26EP_ERR" "ALSTND" "ALCORR" "ALAMS" "AL26NC" "AL26NC_ERR" "ALPROD" "ALTOPO" "ALSELF" "ALSNOW" "ALTOTS" "EAL_GCMYR" "ERRAL_AMS" "ERRAL_MUON" "ERRAL_PROD" "ERRAL_TOT" "EAL_MMKYR" "EAL_ERR" "layer" "path" "P" "Nneutrons" "Nmuons" "E1" "E2" "E3"
"S061WTS005" "Ins-N06" "S061" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM01159" "CRNST01016a" NA "BOL" "Bolivian Andes" NA NA NA NA NA "Pequende" NA NA "not applicable" "not applicable" NA "not applicable" -67.427002 -15.679396 "INTP_ND" -9999.99 NA "Insel:2010bolivian" "OAID-000081" "Insel" 2010 "Geomorphology_122" "10.1016/j.geomorph.2010.05.014" "Sa" 250 500 32720 "WGS84_UTM_20S" 34.4 1398.27 237.58 355.04 150.34 -9999 -9999 -9999 NA 54700 2100 140 10 "KNSTD" 0.9042 "PRIME-Lab" 49460 1899 1.768 0.983 1 1 1.739 0.02738 0.00106 0.00245 0.00526 0.0059 103.31 22.25 238200 36800 -9999.99 -9999.99 "KNSTD" 1 "PRIME-Lab" 238200 36800 1.768 0.983 1 1 1.739 0.04242 0.00678 0.00374 0.00818 0.01127 160.06 42.51 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 856.140403472561 1.83653611464266 1.23321093247676 89.9008591775881 107.446516403039 106.051847100843
"S260WTS008" "RBE08" "S260" "INT" NA "TBA" 2 "CRNSM04173" "CRNST03731a" NA "CHN" "Qinling Mts." NA NA NA NA NA "Wei Riv. trib." NA NA "not applicable" "not applicable" NA "not applicable" 109.5532 34.2934 "INTP_ND" -9999.99 NA "He:2020weihe" "OAID-000185" "He" 2020 "Geomorphology_359" "10.1016/j.geomorph.2020.107151" "Sa" 250 500 32649 "WGS84_UTM_49N" 25.25 1474.75 336.45 434.85 149.07 -9999 -9999 -9999 NA 60263 4422 119.64 12.68 "07KNSTD" 1 "XAAMS" 60263 4422 2.848 0.972 1 1 2.77 0.03432 0.00255 0.00215 0.00639 0.00721 129.51 27.2 -9999 -9999 -9999.99 -9999.99 NA 0 "XAAMS" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 848.153256105034 2.78045581109495 1.73282567918547 111.707859692907 131.942268218211 130.518756129989
"S101WTS002" "Alchi" "S101" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM01868" "CRNST01646a" NA "IND" "Transhimalaya" NA NA NA NA NA "Upper Indus" NA NA "not applicable" "not applicable" NA "not applicable" 77.165123 34.22048 "INTP_ND" -9999.99 NA "Munack:2014outpaced" "OAID-000111" "Munack" 2014 "Geol_Soc_Am_Bull_126" "10.1130/B30979.1" "Sa" 125 500 32644 "WGS84_UTM_44N" 25.29 4368.87 523.01 573.7 173.4 -9999 8 2010 NA 674679 23224 63.43 5.51 "S2007" 0.9124 "ETH-Zurich" 674679 23224 15.302 0.953 1 1 14.609 0.01507 0.00052 0.00023 0.00268 0.00274 56.86 10.34 -9999 -9999 -9999.99 -9999.99 NA 0 "ETH-Zurich" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 587.27855579651 15.9618831208514 5.0881546289423 57.2803173195305 62.5873222983352 61.6398289999838
"S092WTS008" "D08" "S092" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM01745" "CRNST01523a" NA "BRA" "Southern Espinhaco Range" NA NA NA NA NA "Lavrinha" NA NA "not applicable" "not applicable" NA "not applicable" -43.609216 -18.895562 "INTP_ND" -9999.99 NA "Barreto:2013minas" "OAID-000009" "Barreto" 2013 "Geomorphology_191" "10.1016/j.geomorph.2013.01.021" "ND" 0 0 32723 "WGS84_UTM_23S" 32.81 1027.58 126.3 205.56 111.39 -9999 -9999 -9999 NA 704000 22000 6.14 0.2 "07KNSTD" 1 "ASTER" 704000 22000 1.413 0.995 1 1 1.406 0.0014 5e-05 1e-04 0.00029 0.00031 5.27 1.17 -9999 -9999 -9999.99 -9999.99 NA 0 "ASTER" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 895.721151765702 1.45171005084404 1.08791288048371 4.99258773918063 6.08003410470701 5.18981898803031
"S149WTS013" "CUL" "S149" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM02658" "CRNST02403a" NA "PAN" "Eastern" NA NA NA NA NA "Culebra Riv." NA NA "not applicable" "not applicable" NA "not applicable" -79.248355 9.514999 "INTP_ND" -9999.99 NA "Gonzalez:2016panamanian" "OAID-000153" "Sosa-Gonzalez" 2016 "Geomorphology_275" "10.1016/j.geomorph.2016.04.025" "Sa" 250 850 32617 "WGS84_UTM_17N" 35.62 234.31 116.81 197.8 91.35 -9999 -9999 -9999 NA 13100 1000 290 29 "07KNSTD" 1 "LLNL-CAMS" 13100 1000 0.726 0.997 1 1 0.724 0.05019 0.0039 0.00859 0.01035 0.014 189.41 52.83 -9999 -9999 -9999.99 -9999.99 NA 0 "LLNL-CAMS" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 985.41132441135 0.715677947879147 0.672440826144449 132.271056131142 168.392837856453 166.529301996156
"S182WTS029" "CH-048" "S182" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM03332" "CRNST02985a" NA "CHN" "Yunnan" NA NA NA NA NA "Weiyuan" NA NA "not applicable" "not applicable" NA "not applicable" 100.926195 23.844509 "INTP_ND" -9999.99 NA "Schmidt:2016yunnan" "OAID-000151" "Schmidt" 2016 "Earth_Surf_Dynamics_4" "10.5194/esurf-4-819-2016" "Sa" 250 850 32647 "WGS84_UTM_47N" 30.65 1842.84 236.17 334.38 131.61 -9999 -9999 -9999 NA 107000 3060 88.55 6.73 "07KNSTD" 1 "SUERC" 107000 3060 2.795 0.987 1 1 2.759 0.01916 0.00055 0.00117 0.00358 0.00381 72.29 14.38 -9999 -9999 -9999.99 -9999.99 NA 0 "SUERC" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 810.551317780368 2.87027355957491 1.70442966302291 64.94683533145 76.1562179292462 74.7947925314211
"S249WTS014" "15T21" "S249" "INT" NA "TBA" 2 "CRNSM04048" "CRNST03613a" NA "TUR" "Bozdag Range" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" 27.74123 38.427209 "INTP_ND" -9999.99 NA "Heineke:2019menderes" "OAID-000073" "Heineke" 2019 "Geosphere_15" "10.1130/ges02013.1" "Sa" 250 500 32635 "WGS84_UTM_35N" 22.56 874.58 205.74 301.18 172.3 -9999 -9999 -9999 NA 62600 3100 93 8 "S2007" 0.9124 "ETH-Zurich" 62600 3100 1.944 0.985 1 1 1.918 0.02357 0.00118 0.00194 0.0045 0.00504 88.93 19.03 -9999 -9999 -9999.99 -9999.99 NA 0 "ETH-Zurich" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 912.483786463119 1.9277751262681 1.39102123518783 74.5590765575749 90.1958020948482 88.5993330912406
"S090WTS010" "O5" "S090" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM01729" "CRNST01507a" NA "BRA" "Serra do Mar" NA NA NA NA NA "Rio Cacatu" NA NA "not applicable" "not applicable" NA "not applicable" -48.752185 -25.323482 "INTP_ND" -9999.99 NA "Salgado:2014escarpment" "OAID-000145" "Salgado" 2014 "Earth_Surf_Proc_Land_39" "10.1002/esp.3448" "Sa" 0 0 32722 "WGS84_UTM_22S" 29.78 733.11 466.39 383.59 236.28 -9999 -9999 -9999 NA 218001 7727 20.1 0.71 "07KNSTD" 1 "ASTER" 218001 7727 1.401 0.972 1 1 1.355 0.00475 0.00018 0.00044 0.00096 0.00107 17.92 4.05 -9999 -9999 -9999.99 -9999.99 NA 0 "ASTER" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 928.20836370017 1.33259511601838 1.08074533013124 14.7998806382036 18.288481377059 16.8743595614944
"S257WTS019" "SA05-8-1" "S257" "INT" NA "TBA" 2 "CRNSM04155" "CRNST03713a" NA "ZAF" "Northern Cape, Augrabies Falls" NA NA NA NA NA "Unnamed W trib." NA NA "not applicable" "not applicable" NA "not applicable" 20.125387 -28.550423 "INTP_ND" -9999.99 NA "Butler:2007orange" "OAID-000182" "Butler" 2007 "phdthesis" NA "Sa" 125 710 32734 "WGS84_UTM_34S" 27.94 749.73 36.63 16.18 8.07 -9999 -9999 -9999 NA 1818000 46000 2.03 0.13 "NIST_30000" 0.9313 "SUERC" 1693103 42840 1.414 1 1 1 1.414 0.00052 2e-05 3e-05 0.00011 0.00012 1.95 0.45 -9999 -9999 -9999.99 -9999.99 NA 0 "SUERC" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 926.349735321765 1.445385400712 1.16070432646405 2.06689667142656 2.5493159008087 1.83957679265253
"S249WTS002" "16T24" "S249" "INT" NA "TBA" 2 "CRNSM04036" "CRNST03601a" NA "TUR" "Bozdag Range" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" 28.238537 38.264017 "INTP_ND" -9999.99 NA "Heineke:2019menderes" "OAID-000073" "Heineke" 2019 "Geosphere_15" "10.1130/ges02013.1" "Sa" 250 500 32635 "WGS84_UTM_35N" 21.81 1077.09 207.5 299.05 126.27 -9999 -9999 -9999 NA 51000 2500 132 12 "S2007" 0.9124 "ETH-Zurich" 51000 2500 2.25 0.988 1 1 2.223 0.03315 0.00164 0.00247 0.00625 0.00692 125.1 26.11 -9999 -9999 -9999.99 -9999.99 NA 0 "ETH-Zurich" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 890.350578473394 2.24892851600334 1.52153094752241 106.763783638013 127.757871029354 126.262808516625
"S050WTS062" "wbo643" "S050" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM00968" "CRNST00833a" NA "CHN" "East Tibet" NA NA NA NA NA "Yalong" NA NA "not applicable" "not applicable" NA "not applicable" 101.434065 29.509438 "INTP_ND" -9999.99 NA "Ouimet:2009threshold" "OAID-000124" "Ouimet" 2009 "Geology_37" "10.1130/G30013A.1" "Gr" 5000 10000 32647 "WGS84_UTM_47N" 27.44 4360.81 371.8 528.57 180.08 -9999 -9999 -9999 NA 204800 7200 225 67 "KNSTD" 0.9042 "PRIME-Lab" 185180 6510 13.215 0.963 1 1 12.752 0.04828 0.0017 0.00087 0.00856 0.00877 182.18 33.11 -9999 -9999 -9999.99 -9999.99 NA 0 "PRIME-Lab" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 587.901502837798 13.9794082691507 4.78624778176777 182.773483942948 200.961590290144 200.057923439654
"S145WTS005" "C5" "S145" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM02617" "CRNST02362a" NA "KOR" "Taebaek Mts." NA NA NA NA NA "Song Riv." NA NA "not applicable" "not applicable" NA "not applicable" 128.72167 37.718266 "INTP_ND" -9999.99 NA "Byun:2015korean" "OAID-000020" "Byun" 2015 "Earth_Surf_Proc_Land_40" "10.1002/esp.3749" "Sa" 250 500 32652 "WGS84_UTM_52N" 22.61 1040.91 96.71 175.73 72.87 -9999 -9999 -9999 NA 98573 15784 101.6 22.6 "07KNSTD" 1 "KIGAM AMS" 98573 15784 2.151 0.998 1 1 2.146 0.01648 0.00275 0.00122 0.00314 0.00435 62.19 16.4 -9999 -9999 -9999.99 -9999.99 NA 0 "KIGAM AMS" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 894.27261284305 2.16442277927849 1.48814759450993 53.1621581547964 63.7858244166632 62.3857575299288
"S186WTS055" "POT64" "S186" "INT" NA "TBA" 2 "CRNSM03469" "CRNST03115a" NA "USA" "Appalachians, Valley and Ridge" NA NA NA NA NA "Potomac Riv." NA NA "not applicable" "not applicable" NA "not applicable" -78.253701 39.795443 "INTP_ND" -9999.99 NA "Portenga:2019potomac" "OAID-000130" "Portenga" 2019 "Geol_Soc_Am_Bull_131" "10.1130/b31840.1" "Sa" 250 850 32617 "WGS84_UTM_17N" 21.37 328.01 55.98 97.12 83.45 -9999 -9999 -9999 NA 350283 8189 12 0.9 "07KNSTD" 1 "LLNL-CAMS" 350283 8189 1.227 0.999 1 1 1.226 0.0026 7e-05 0.00023 0.00054 0.00059 9.83 2.24 -9999 -9999 -9999.99 -9999.99 NA 0 "LLNL-CAMS" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 974.453585888606 1.25946011725745 1.09283016244487 8.70530196346773 10.900734009467 9.63737535213393
"S177WTS002" "CA-950" "S177" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM03229" "CRNST02910a" NA "NPL" "Nepalese Himalaya" NA NA NA NA NA "Khudi Riv." NA NA "not applicable" "not applicable" NA "not applicable" 84.287941 28.375833 "INTP_ND" -9999.99 NA "Puchol:2014himalayan" "OAID-000131" "Puchol" 2014 "Geomorphology_224" "10.1016/j.geomorph.2014.06.019" "Sa" 250 500 32645 "WGS84_UTM_45N" 27.36 3682.63 567.74 546.3 170.39 -9999 -9999 -9999 NA 26500 2100 900 100 "07KNSTD" 1 "ASTER" 26500 2100 9.25 0.958 1 1 8.859 0.23711 0.01892 0.00588 0.04224 0.04666 894.74 176.07 -9999 -9999 -9999.99 -9999.99 NA 0 "ASTER" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 642.268642682591 9.6109190662296 3.74181765238423 878.086959472112 977.449601809828 976.382585382547
"S050WTS034" "wbo550" "S050" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM00940" "CRNST00807a" NA "CHN" "East Tibet" NA NA NA NA NA "Dadu" NA NA "not applicable" "not applicable" NA "not applicable" 102.13993 29.540077 "INTP_ND" -9999.99 NA "Ouimet:2009threshold" "OAID-000124" "Ouimet" 2009 "Geology_37" "10.1130/G30013A.1" "Sa" 250 500 32647 "WGS84_UTM_47N" 27.33 2590.42 570.23 714.1 253.93 -9999 -9999 -9999 NA 14300 1700 1177 199 "KNSTD" 0.9042 "PRIME-Lab" 12930 1537 5.29 0.926 1 1 4.901 0.27459 0.03313 0.01113 0.04968 0.06074 1036.21 229.21 -9999 -9999 -9999.99 -9999.99 NA 0 "PRIME-Lab" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 738.33309873156 5.22368068966668 2.57205141249521 978.129997662345 1118.11048691568 1116.86849706765
"S159WTS005" "C-02" "S159" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM02845" "CRNST02561a" NA "KEN" "Kenya Rift" NA NA NA NA NA "Kenya Rift, central" NA NA "not applicable" "not applicable" NA "not applicable" 34.998743 0.632962 "INTP_ND" -9999.99 NA "Acosta:201vegetation" "OAID-000164" "Torres Acosta" 2015 "Lithosphere_7" "10.1130/l402.1" "Sa" 250 500 32636 "WGS84_UTM_36N" 35.89 1854.54 28.37 36.65 22.82 -9999 -9999 -9999 NA 806000 16000 10.1 0.8 "07KNSTD" 1 "LLNL-CAMS" 806000 16000 2.158 1 1 1 2.157 0.00187 4e-05 1e-04 0.00037 0.00039 7.05 1.46 -9999 -9999 -9999.99 -9999.99 NA 0 "LLNL-CAMS" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 809.378642182243 2.2675176424314 1.36494478378683 6.81136438683453 8.00306298358797 7.09617315074992
"S107WTS009" "IN-12-32" "S107" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM02015" "CRNST01792a" NA "IND" "Indian Himalaya" NA NA NA NA NA "Uttarakhand" NA NA "not applicable" "not applicable" NA "not applicable" 78.348407 30.73613 "INTP_ND" -9999.99 NA "Morell:2015gap" "OAID-000110" "Morell" 2015 "Lithosphere_7" "10.1130/L407.1" "Sa" 500 800 32644 "WGS84_UTM_44N" 26.58 1854.46 326.16 469.4 152.1 -9999 -9999 -9999 NA 68447 8979 170 30 "07KNSTD" 1 "ANSTO" 68447 8979 3.272 0.97 1 1 3.177 0.03431 0.00461 0.00192 0.00635 0.00808 129.48 30.47 -9999 -9999 -9999.99 -9999.99 NA 0 "ANSTO" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 809.386655809433 3.32540610734982 1.95128309302172 117.62746928973 137.688454152371 136.313286446822
"S022WTS012" "CHM-1" "S022" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM00313" "CRNST00241a" NA "PAN" "ND" NA NA NA NA NA "Chagres" NA NA "not applicable" "not applicable" NA "not applicable" -79.320718 9.359501 "INTP_ND" -9999.99 NA "Nichols:2005chagres" "OAID-000114" "Nichols" 2005 "incollection" "10.1007/1-4020-3297-8_20" "Sa" 250 850 32617 "WGS84_UTM_17N" 34.9 517.01 86.25 182.01 88.48 -9999 -9999 -9999 NA 37100 1800 77 20 "KNSTD" 0.9042 "LLNL-CAMS" 33546 1628 0.905 0.998 1 1 0.903 0.02305 0.00114 0.00333 0.0047 0.00587 86.99 22.16 -9999 -9999 -9999.99 -9999.99 NA 0 "LLNL-CAMS" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 952.651167285022 0.888214110089301 0.769660372767311 64.10551695653 80.2507668261709 78.4942515395799
"S186WTS049" "POT53" "S186" "INT" NA "TBA" 2 "CRNSM03463" "CRNST03109a" NA "USA" "Appalachian Plateau" NA NA NA NA NA "Potomac Riv." NA NA "not applicable" "not applicable" NA "not applicable" -79.1329 39.398733 "INTP_ND" -9999.99 NA "Portenga:2019potomac" "OAID-000130" "Portenga" 2019 "Geol_Soc_Am_Bull_131" "10.1130/b31840.1" "Sa" 250 850 32617 "WGS84_UTM_17N" 21.48 705.67 94.42 170.61 85.7 -9999 -9999 -9999 NA 572099 9575 9.3 0.7 "07KNSTD" 1 "LLNL-CAMS" 572099 9575 1.684 0.998 1 1 1.681 0.0021 4e-05 0.00014 0.00042 0.00045 7.92 1.69 -9999 -9999 -9999.99 -9999.99 NA 0 "LLNL-CAMS" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 931.283609530016 1.71437322475028 1.30068196007753 7.25525477893295 8.85513074653585 7.82282619397026
"S090WTS009" "O4" "S090" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM01728" "CRNST01506a" NA "BRA" "Serra do Mar" NA NA NA NA NA "Rio do Nunes" NA NA "not applicable" "not applicable" NA "not applicable" -48.773032 -25.343494 "INTP_ND" -9999.99 NA "Salgado:2014escarpment" "OAID-000145" "Salgado" 2014 "Earth_Surf_Proc_Land_39" "10.1002/esp.3448" "Sa" 0 0 32722 "WGS84_UTM_22S" 29.28 328.5 299.58 254.9 225.2 -9999 -9999 -9999 NA 197160 13067 17 1.13 "07KNSTD" 1 "ASTER" 197160 13067 1.007 0.983 1 1 0.986 0.00393 0.00028 0.00045 0.00083 0.00099 14.83 3.72 -9999 -9999 -9999.99 -9999.99 NA 0 "ASTER" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 974.396543374753 0.981186614819276 0.893327930158254 12.049007837099 15.2374496048408 13.8403654605526
"S073WTS003" "Ilan-11b" "S073" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM01428" "CRNST01217a" NA "TWN" "Lanyang Riv." NA NA NA NA NA "Sechong" NA NA "not applicable" "not applicable" NA "not applicable" 121.42501 24.485988 "INTP_ND" -9999.99 NA "Siame:2011taiwan" "OAID-000152" "Siame" 2011 "Quat_Geochronol_6" "10.1016/j.quageo.2010.11.003" "Sa" 250 1000 32651 "WGS84_UTM_51N" 29.57 1867.33 518.92 533.06 185.09 -9999 -9999 -9999 NA 5635 2876 2340 940 "07KNSTD" 1 "ASTER" 5635 2876 3.099 0.961 1 1 2.982 0.39534 0.27301 0.02403 0.07291 0.2836 1491.84 1070.19 -9999 -9999 -9999.99 -9999.99 NA 0 "ASTER" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 808.098289507113 2.95714505588332 1.74500472698851 1270.56588227536 1488.48185990092 1487.13686841634
"S050WTS011" "wbo502" "S050" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM00917" "CRNST00784a" NA "CHN" "East Tibet" NA NA NA NA NA "Min" NA NA "not applicable" "not applicable" NA "not applicable" 102.740546 31.752188 "INTP_ND" -9999.99 NA "Ouimet:2009threshold" "OAID-000124" "Ouimet" 2009 "Geology_37" "10.1130/G30013A.1" "Sa" 250 500 32647 "WGS84_UTM_47N" 25.57 4133.07 389.96 482.06 147.9 -9999 -9999 -9999 NA 202300 5800 216 17 "KNSTD" 0.9042 "PRIME-Lab" 182920 5244 12.669 0.969 1 1 12.295 0.04715 0.00136 0.00087 0.00837 0.00852 177.94 32.16 -9999 -9999 -9999.99 -9999.99 NA 0 "PRIME-Lab" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 605.725673097506 13.2613003094596 4.58174385707621 175.526785161248 193.152875842556 192.235861283102
"S186WTS029" "POT32" "S186" "INT" NA "TBA" 2 "CRNSM03443" "CRNST03089a" NA "USA" "Appalachians, Piedmont" NA NA NA NA NA "Potomac Riv." NA NA "not applicable" "not applicable" NA "not applicable" -77.372157 38.617957 "INTP_ND" -9999.99 NA "Portenga:2019potomac" "OAID-000130" "Portenga" 2019 "Geol_Soc_Am_Bull_131" "10.1130/b31840.1" "Sa" 250 850 32617 "WGS84_UTM_17N" 21.27 105.24 13.42 33.64 18.24 -9999 -9999 -9999 NA 979780 16341 2.9 0.3 "07KNSTD" 1 "LLNL-CAMS" 979780 16341 0.986 1 1 1 0.986 0.00066 1e-05 5e-05 0.00015 0.00016 2.48 0.59 -9999 -9999 -9999.99 -9999.99 NA 0 "LLNL-CAMS" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 1000.66858550078 1.0172555857184 0.968231117524269 2.51373790803604 3.20914137672357 2.38192840260923
